Indian Oil Corporation
Reliance Industries
Oil and Natural Gas Corporation
State Bank of India
Tata Motors
Bharat Petroleum
ABP Group
ACC Limited
Action Group
Adani Group
Aditya Birla Group
Ador Group
Air Costa
Air India
Air India Express
Ambuja Cements
Amul
Apollo Hospitals
Apollo Tyres
Archies
Arise India
Ashok Leyland
Asia MotorWorks
Asian Paints Ltd
Axis Bank
Bajaj Auto
Bajaj Group
Balaji Group
Balaji Telefilms
Bank of India
Bharat Aluminium Company
Bharat Earth Movers
Bharat Electronics Limited
Bharat Forge
Bharat Heavy Electricals
Bharat Petroleum
Bharat Sanchar Nigam Limited
Bharti Airtel
Britannia Industries
Cadila Healthcare
Café Coffee Day
Canara Bank
CEAT
Celkon
Spice Digital
Central Bank of India
Cipla
City Union Bank
Coal India Limited
Container Corporation of India
Corporation Bank
Cosmic Circuits
Crompton Greaves
Cyient
Dabur
Datamatics
Dempo
Dena Bank
Dish TV
DLF
Eicher Motors
Elico
Emami
Emcure Pharmaceuticals
Engineers India
English Indian Clays
Escorts Group
Essar Group
Essel Group
Eureka Forbes
Eveready Industries India
Exide Industries
Exide Life Insurance
Federal Bank
Financial Technologies Group
Firstsource
Flipkart
Force Motors
Fortis Healthcare
Future Group
Glenmark Pharmaceuticals
GoAir Airlines
Godrej Group
GSPC
GVK
Haldiram's
Havells
Hawkins Cookers
HCL Technologies
HDFC Bank
HDIL
Hero Cycles
Hero FinCorp
Hero MotoCorp
Hindalco Industries
Hindustan Aeronautics Limited
Hindustan Construction Company
Hindustan Copper
Hindustan Motors
Hindustan Petroleum
Hindustan Times
Hindustan Zinc
HMT
Housing Development Finance Corporation (HDFC)
iball
ICICI Bank
IDBI Bank
Idea Cellular
Infrastructure Development Finance Company (IDFC)
Infrastructure Leasing & Financial Services (IL&FS)
India Cements
Indiabulls
Indian Bank
Indian Express Limited
Indian Oil Corporation
Indian Overseas Bank
Indian Railways
Indian Register of Shipping
Indian Telephone Industries Limited
IndiGo
Indo Gulf Fertilisers
IndusInd Bank
Infibeam
Infosys
Inkfruit
InMobi
Intelenet Global Services
Intex Technologies
ITC
Jabong.com
Jaypee Group
Jet Airways
JetLite
JK Tyre
JSW Steel Ltd
Jubilant FoodWorks
Karbonn Mobiles
Karur Vysya Bank
Kirloskar Group
Kokuyo Camlin
Kotak Mahindra Bank
Larsen & Toubro
Lava International
Liberty Shoes
Life Insurance Corporation
Living Media
Mahanagar Telephone Nigam
Mahindra & Mahindra
MakeMyTrip
Maruti Suzuki
Mastek
Metro Shoes
Microland
Micromax Informatics
Mindtree
MobME
Moser Baer
Mphasis
MRF
MS Shoes
Muthoot Finance
The Muthoot Group
Myntra
National Aluminium Company
National Fertilizers
NHPC Limited
National Mineral Development Corporation (NMDC)
NDTV
Network 18
Nilkamal Plastics
Nirma
Oil and Natural Gas Corporation
Oil India
Onida Electronics
OnMobile
Organic India
Oriental Bank of Commerce
Pantaloons Fashion & Retail
Paramount Airways
Parle Agro
Parle Products
Pentamedia Graphics
Perigreen
Persistent Systems
Power Finance Corporation
Power Grid Corporation of India
Punj Lloyd
R K Global
Ranbaxy Laboratories
Rashtriya Chemicals & Fertilizers
Raymond Group
Rediff.com
Reliance Capital
Reliance Communications
Reliance Defence and Engineering
Reliance Digital
Reliance Entertainment
Reliance Fresh
Reliance Group
Reliance Health
Reliance Industries
Reliance Infrastructure
Reliance Life Insurance
Reliance MediaWorks
Reliance Petroleum
Reliance Power
Reliance Retail
RockCrete
Royal Enfield
RPG Group
Rupani Footwear
Rural Electrification Corporation
Sahara India Pariwar
SAS Motors
Sasken Technologies
Shapoorji Pallonji Group
Shipping Corporation of India
Shoppers Stop
Skipper Limited
Snapdeal
Sonata Software
Spice Telecom
SpiceJet
State Bank of India
Sterlite Technologies
Sun Group
Sun Pharmaceutical
Swaraj Mazda
Synthite
Tata Business Support Services
Tata Chemicals
Tata Communications
Tata Consultancy Services
Tata Global Beverages
Tata Group
Tata Interactive Systems
Tata Motors
Tata Power
Tata Sky
Tata Steel
Tata Technologies
Tech Mahindra
Tessolve
The Hindu
The Times Group
Thermax
Thirdware
Titan Company
Torrent Group
Tractors and Farm Equipment Limited
TradeIndia
T-Series
TVS Motor Company
UCO Bank
UltraTech Cement
Union Bank of India
Unitech Group
United Bank of India
United Breweries Group
Vadilal
Vedanta Limited
Vicco Group
Videocon
Vijaya Bank
VIP Industries
Voltas
Wadia Group
Welspun Corp
Welspun Group
Welspun India
Wipro
XOLO
Yatra
Yes Bank
Zee Entertainment Enterprises
Zee News
Zoho Corporation
Zomato
